instance,size,init_w1,init_w2,init_w3,init_w4,init_p,sol_cost,sol_prize,sol_penalty,timelimit,runtime,timeout,in_seq,out_seq,pref_w1,pref_w2,pref_w3,pref_w4,pref_p
../../instances/pctsp/size_20/data_1.txt,20,40,34,8,18,13,11542,27243,23698,60,0.00418312,0,0-18-3-2-6-14-1-8-9-10-5-16-12-11-7,4-13-15-17-19,53,18,14,15,41
../../instances/pctsp/size_20/data_2.txt,20,40,34,8,18,13,25985,30893,8692,60,0.00619443,0,17-11-14-7-18-6-19-8-9-1-10-15-4-12-13-2-3-5,0-16,53,18,14,15,41
../../instances/pctsp/size_20/data_3.txt,20,40,34,8,18,13,29822,28474,23698,60,0.00611948,0,3-18-14-16-7-19-8-10-4-11-5-15-2-0-12-1-9,6-13-17,53,18,14,15,41
../../instances/pctsp/size_20/data_4.txt,20,40,34,8,18,13,28118,33364,4838,60,0.00619246,0,11-16-6-9-2-12-18-8-4-19-14-15-13-10-7-1-0-17-3,5,53,18,14,15,41
../../instances/pctsp/size_20/data_5.txt,20,40,34,8,18,13,30035,31032,10660,60,0.00576425,0,6-9-11-3-14-17-13-1-2-16-5-15-12-10-19-18-4-0,7-8,53,18,14,15,41
../../instances/pctsp/size_20/data_6.txt,20,40,34,8,18,13,25225,24609,21566,60,0.0045692,0,18-3-17-1-13-7-8-6-14-19-5-15-0-11-16,2-4-9-10-12,53,18,14,15,41
../../instances/pctsp/size_20/data_7.txt,20,40,34,8,18,13,26913,27297,24518,60,0.00813989,0,7-9-4-13-2-15-10-14-11-5-8-3-19-16-1-18,0-6-12-17,53,18,14,15,41
../../instances/pctsp/size_20/data_8.txt,20,40,34,8,18,13,29635,25102,31078,60,0.00463574,0,14-16-17-4-2-1-13-8-7-11-6-9-19-5-12,0-3-10-15-18,53,18,14,15,41
../../instances/pctsp/size_20/data_9.txt,20,40,34,8,18,13,32533,27186,18450,60,0.00503559,0,12-16-7-3-5-2-11-15-1-18-13-4-9-0-6-19-10,8-14-17,53,18,14,15,41
../../instances/pctsp/size_20/data_10.txt,20,40,34,8,18,13,30241,24692,28044,60,0.00469599,0,8-13-4-12-19-5-16-11-18-3-17-2-0-6-1,7-9-10-14-15,53,18,14,15,41
../../instances/pctsp/size_20/data_11.txt,20,40,34,8,18,13,29548,32253,4264,60,0.00553005,0,0-4-1-17-9-16-3-10-18-14-8-15-11-19-2-13-12-6-5,7,53,18,14,15,41
../../instances/pctsp/size_20/data_12.txt,20,40,34,8,18,13,33973,30795,5904,60,0.00557116,0,5-0-7-16-6-4-15-14-11-2-9-19-13-17-8-12-18-10-3,1,53,18,14,15,41
../../instances/pctsp/size_20/data_13.txt,20,40,34,8,18,13,26990,27333,24764,60,0.00418874,0,9-13-14-19-6-1-3-17-10-4-2-8-16-15-11-7,0-5-12-18,53,18,14,15,41
../../instances/pctsp/size_20/data_14.txt,20,40,34,8,18,13,16456,26532,13817,60,0.00566927,0,12-17-10-16-18-7-14-3-9-4-0-2-5-6-13-1,8-11-15-19,53,18,14,15,41
../../instances/pctsp/size_20/data_15.txt,20,40,34,8,18,13,31598,24749,25748,60,0.00482554,0,10-17-19-0-2-16-4-15-5-9-3-12-1-7-6,8-11-13-14-18,53,18,14,15,41
../../instances/pctsp/size_20/data_16.txt,20,40,34,8,18,13,36425,28851,10496,60,0.00620481,0,12-3-0-6-10-8-14-2-18-7-1-5-19-11-13-15-16-17,4-9,53,18,14,15,41
../../instances/pctsp/size_20/data_17.txt,20,40,34,8,18,13,31112,29077,7790,60,0.00614973,0,0-1-14-4-18-10-11-17-16-6-3-12-7-15-13-2-5-19,8-9,53,18,14,15,41
../../instances/pctsp/size_20/data_18.txt,20,40,34,8,18,13,24352,29145,13940,60,0.00453148,0,17-6-16-0-8-10-7-4-18-13-5-11-12-2-3-15-9,1-14-19,53,18,14,15,41
../../instances/pctsp/size_20/data_19.txt,20,40,34,8,18,13,38161,33008,0,60,0.00651789,0,18-17-4-9-0-13-14-2-10-11-12-8-19-15-1-5-16-3-6-7,,53,18,14,15,41
../../instances/pctsp/size_20/data_20.txt,20,40,34,8,18,13,26682,33263,7339,60,0.00532806,0,2-16-9-8-17-7-6-11-1-10-19-14-3-13-4-12-0-5-18,15,53,18,14,15,41
../../instances/pctsp/size_20/data_21.txt,20,40,34,8,18,13,37712,31159,4838,60,0.00608196,0,1-0-8-19-6-13-4-9-17-11-3-7-12-16-10-15-5-14-2,18,53,18,14,15,41
../../instances/pctsp/size_20/data_22.txt,20,40,34,8,18,13,17762,21704,34522,60,0.00334748,0,10-3-11-4-17-6-13-7-12-14-19-18-9,0-1-2-5-8-15-16,53,18,14,15,41
../../instances/pctsp/size_20/data_23.txt,20,40,34,8,18,13,19082,20800,36408,60,0.0024482,0,16-17-5-15-18-10-7-13-12-0-19-3,1-2-4-6-8-9-11-14,53,18,14,15,41
../../instances/pctsp/size_20/data_24.txt,20,40,34,8,18,13,32754,33891,0,60,0.00762534,0,19-5-10-3-4-7-18-15-2-11-9-13-14-8-0-12-6-1-17-16,,53,18,14,15,41
../../instances/pctsp/size_20/data_25.txt,20,40,34,8,18,13,27652,32201,12956,60,0.00580785,0,7-15-13-14-11-16-0-17-3-12-4-19-9-8-10-5-2-6,1-18,53,18,14,15,41
../../instances/pctsp/size_20/data_26.txt,20,40,34,8,18,13,9157,15018,54776,60,0.00212139,0,19-0-11-4-16-14-17-10-13,1-2-3-5-6-7-8-9-12-15-18,53,18,14,15,41
../../instances/pctsp/size_20/data_27.txt,20,40,34,8,18,13,25798,29304,18450,60,0.00486148,0,16-5-1-19-10-14-7-18-0-2-4-3-13-6-9-17-15,8-11-12,53,18,14,15,41
../../instances/pctsp/size_20/data_28.txt,20,40,34,8,18,13,26400,27624,18983,60,0.00500518,0,17-11-0-19-13-15-14-3-1-6-16-9-12-7-2-18,4-5-8-10,53,18,14,15,41
../../instances/pctsp/size_20/data_29.txt,20,40,34,8,18,13,14651,21987,19803,60,0.0031247,0,19-4-7-18-6-16-13-14-9-17-2-5-15,0-1-3-8-10-11-12,53,18,14,15,41
../../instances/pctsp/size_20/data_30.txt,20,40,34,8,18,13,33286,33396,0,60,0.00841533,0,11-6-16-18-0-9-12-5-19-17-8-13-2-1-4-15-10-14-3-7,,53,18,14,15,41
../../instances/pctsp/size_20/data_31.txt,20,40,34,8,18,13,26027,26762,22058,60,0.00498043,0,5-10-3-14-15-19-6-17-1-9-7-11-2-0-8-18,4-12-13-16,53,18,14,15,41
../../instances/pctsp/size_20/data_32.txt,20,40,34,8,18,13,28172,31738,4100,60,0.00584454,0,18-13-8-0-12-2-16-5-7-10-9-14-6-11-4-3-15-17-1,19,53,18,14,15,41
../../instances/pctsp/size_20/data_33.txt,20,40,34,8,18,13,41719,31153,4100,60,0.00618047,0,15-16-6-12-2-11-10-17-19-14-9-13-3-7-8-1-18-0-5,4,53,18,14,15,41
../../instances/pctsp/size_20/data_34.txt,20,40,34,8,18,13,43700,34218,0,60,0.00647012,0,10-7-3-13-5-12-1-2-9-15-11-18-0-17-19-6-8-14-16-4,,53,18,14,15,41
../../instances/pctsp/size_20/data_35.txt,20,40,34,8,18,13,24604,27904,22140,60,0.00401009,0,1-17-14-10-18-6-11-4-13-0-16-9-19-12-2-7,3-5-8-15,53,18,14,15,41
../../instances/pctsp/size_20/data_36.txt,20,40,34,8,18,13,37519,30020,9717,60,0.00566055,0,7-9-14-8-13-18-15-4-5-2-10-6-0-11-3-1-17-19,12-16,53,18,14,15,41
../../instances/pctsp/size_20/data_37.txt,20,40,34,8,18,13,35236,32819,9881,60,0.00862243,0,0-15-12-8-6-10-7-5-17-3-18-14-2-19-16-9-13-4-1,11,53,18,14,15,41
../../instances/pctsp/size_20/data_38.txt,20,40,34,8,18,13,22747,26262,16195,60,0.0044049,0,19-2-3-1-5-11-7-10-0-9-18-12-17-14-6-15,4-8-13-16,53,18,14,15,41
../../instances/pctsp/size_20/data_39.txt,20,40,34,8,18,13,37572,29652,9225,60,0.00740175,0,1-15-14-9-17-3-8-6-18-2-19-5-0-4-10-16-7-12,11-13,53,18,14,15,41
../../instances/pctsp/size_20/data_40.txt,20,40,34,8,18,13,33305,32185,4920,60,0.00565154,0,6-0-11-7-10-17-12-19-3-4-13-9-14-5-16-1-15-2-18,8,53,18,14,15,41
../../instances/pctsp/size_20/data_41.txt,20,40,34,8,18,13,24061,28413,23944,60,0.00532188,0,17-4-12-13-5-15-11-19-0-14-18-1-10-9-6-16-2,3-7-8,53,18,14,15,41
../../instances/pctsp/size_20/data_42.txt,20,40,34,8,18,13,28546,25034,30053,60,0.00441532,0,2-14-18-0-15-1-16-10-5-12-17-13-3-9-11,4-6-7-8-19,53,18,14,15,41
../../instances/pctsp/size_20/data_43.txt,20,40,34,8,18,13,35500,30311,11644,60,0.00574678,0,6-11-3-2-8-5-17-19-13-0-16-9-18-14-7-10-15-4,1-12,53,18,14,15,41
../../instances/pctsp/size_20/data_44.txt,20,40,34,8,18,13,34999,32712,0,60,0.00707037,0,14-15-18-8-0-13-7-3-10-2-4-12-6-1-9-16-17-11-19-5,,53,18,14,15,41
