1737 1727 1618 1754 1822 1707 1749 1708 1670 1728 1727 1757 1726 1749 1721 1704 1741 1705 1718 1724 1716 1743 1716 1745 1732 1719 1752 1720 1765 1760 1756 1704 1758 1725 1671 1755 1754 1796 1698 1760 1694 1762 1650 1689 1720 1704 1774 1600 1668 1635

92

13 13 15 12 11 13 13 13 14 13 13 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 12 13 12 13 14 12 12 12 14 12 14 12 14 14 13 13 12 15 14 15

24.000558628036732 38.9993203508726 11.000890518139395 25.999474433061504

21308.0

0	27	25	25	25	0	28	28	25	0	0	26	30	22	25	0	0	0	0	26	25	0	25	25	25	27	28	28	26	0	30	28	28	30	22	25	0	0	28	28	27	27	25	26	27	25	0	22	0	27
0	0	28	28	28	0	0	0	28	0	0	28	0	25	28	0	0	0	0	28	28	0	28	28	28	0	0	0	28	0	0	0	0	0	25	28	0	0	0	0	0	0	28	30	0	28	0	25	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	30	0	0	0	0	27	0	0
0	0	30	0	0	0	0	0	30	0	0	0	0	27	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	30	0	0	0	0	27	0	0
0	0	30	0	0	0	0	0	30	0	0	0	0	27	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	30	0	0	0	0	27	0	0
28	25	24	24	24	0	26	27	24	0	0	25	28	21	24	30	0	30	0	25	24	28	24	24	24	26	28	27	25	30	28	28	26	28	21	24	0	0	26	27	26	26	24	25	26	24	28	21	28	26
0	28	27	27	27	0	0	0	27	0	0	28	0	24	27	0	0	0	0	28	27	0	27	27	27	30	0	0	28	0	0	0	30	0	24	27	0	0	30	0	28	30	27	28	30	27	0	24	0	28
0	28	26	26	26	0	28	0	26	0	0	27	0	23	26	0	0	0	0	27	26	0	26	26	26	28	0	28	27	0	0	0	28	0	23	27	0	0	28	0	28	28	26	28	28	27	0	24	0	28
0	0	30	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	30	0	0	0	0	27	0	0
25	23	21	21	21	27	23	24	21	0	30	22	25	18	21	26	27	27	28	22	21	26	21	21	21	23	25	24	22	26	25	25	23	25	18	21	28	28	23	24	23	23	21	22	23	21	26	19	26	23
26	23	21	21	21	27	24	24	21	0	0	22	26	19	21	27	28	27	28	22	21	26	21	21	21	23	25	24	22	27	26	25	24	25	19	21	28	28	24	25	23	23	21	23	23	21	26	19	26	23
0	0	28	28	28	0	0	0	28	0	0	0	0	26	28	0	0	0	0	0	28	0	28	28	28	0	0	0	0	0	0	0	0	0	26	28	0	0	0	0	0	0	28	0	0	28	0	26	0	0
0	27	25	25	25	0	28	28	25	0	0	26	0	22	25	0	0	0	0	26	25	0	25	25	25	28	28	28	26	0	0	28	28	30	22	25	0	0	28	28	27	28	25	27	28	25	0	23	0	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	30	30	30	0	0	0	30	0	0	0	0	27	0	0	0	0	0	0	30	0	30	30	30	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	30	0	0	0	0	27	0	0
28	26	24	24	24	0	27	28	24	0	0	25	28	21	24	0	0	0	0	25	24	30	24	24	24	27	28	27	25	30	28	28	27	28	21	24	0	0	27	28	26	27	24	26	27	24	28	22	28	26
28	25	23	23	23	30	26	27	23	0	0	24	28	21	23	28	0	28	0	24	23	28	23	23	23	26	27	26	24	28	28	27	26	28	20	23	0	0	26	27	25	26	23	25	26	23	28	21	28	25
28	26	24	24	24	0	27	27	24	0	0	25	28	21	24	30	0	0	0	25	24	30	24	24	24	26	28	27	25	30	28	28	26	28	21	24	0	0	26	28	26	26	24	25	26	24	28	21	28	26
28	25	23	23	23	28	26	26	23	0	0	24	27	20	23	28	30	28	0	24	23	28	23	23	23	25	27	26	24	28	27	27	25	27	20	23	0	0	25	26	25	25	23	24	25	23	28	20	28	25
0	0	28	28	28	0	0	0	28	0	0	0	0	26	28	0	0	0	0	0	28	0	28	28	28	0	0	0	0	0	0	0	0	0	26	28	0	0	0	0	0	0	28	0	0	28	0	26	0	0
