1847 1885 1886 1832 1857 1830 1859 1844 1834 1855 1846 1844 1864 1852 1861 1848 1882 1862 1868 1860 1841 1861 1851 1886 1866 1878 1879 1871 1884 1839 1856 1859 1871 1856 1863 1861 1882 1864 1865 1866 1853 1834 1862 1859 1850 1867 1893 1879 1868 1869

92

19 17 17 19 18 19 18 19 19 18 19 19 18 18 18 19 17 18 18 18 19 18 19 17 18 18 18 18 17 19 18 18 18 18 18 18 17 18 18 18 18 19 18 18 19 18 17 18 18 18

24.000127677263553 39.000853857905604 10.999803244567188 25.999765534057182

22879.0

0	24	28	27	28	0	0	0	0	0	0	0	25	0	0	0	28	0	28	0	0	0	28	26	0	0	0	28	0	24	24	28	0	24	28	24	0	0	27	28	26	24	27	26	26	28	0	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	30	0	0	30	0	30	0	0	0	0	0	28	0	0	0	0	0	0	0	0
0	26	0	28	0	0	0	0	0	0	0	0	27	0	0	0	0	0	28	0	0	0	28	28	0	0	0	28	0	25	26	28	0	26	28	26	0	0	28	0	28	25	28	28	28	28	0	0	0	0
0	27	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	26	27	0	0	27	0	27	0	0	30	0	28	26	0	28	28	0	0	0	0	0
0	25	28	28	0	0	0	0	0	0	0	0	26	0	0	0	0	0	28	0	0	0	28	27	0	0	0	28	0	25	25	28	0	25	28	25	0	0	28	30	27	25	28	27	27	28	0	0	30	30
22	17	20	20	21	0	25	28	0	23	28	24	18	22	22	27	21	24	20	24	25	26	20	19	24	27	23	20	25	17	17	20	23	17	20	17	24	24	19	21	19	17	20	19	19	20	24	21	20	21
27	21	25	24	26	0	0	0	0	28	0	28	22	27	27	0	26	28	24	28	0	0	24	23	30	0	28	24	0	21	21	24	28	21	24	21	28	30	24	25	23	21	24	23	23	24	28	26	25	25
22	18	21	20	21	0	25	0	0	24	28	24	19	22	22	27	22	24	20	24	25	27	20	19	25	28	23	20	26	17	18	20	24	18	20	18	24	25	20	21	19	17	20	19	19	20	25	22	21	21
20	16	19	18	19	28	23	28	0	22	27	22	17	20	20	25	20	22	18	22	23	25	18	17	23	26	21	18	23	15	16	18	21	16	18	16	22	23	18	19	17	15	18	17	17	18	22	20	19	19
28	23	26	25	27	0	0	0	0	0	0	0	24	28	28	0	27	0	26	0	0	0	26	24	0	0	28	26	0	22	23	26	30	22	26	22	0	0	25	27	24	22	25	24	24	26	0	27	26	27
