instance_id,n_equivalence,equivalence_1,equivalence_3,equivalence_5,equivalence_10,sols_found,inf_time,runtime
0,17,17,17,17,17,0,320.7884700010032,1182.0
1,15,15,16,16,18,0,320.7884700010032,1182.0
2,17,17,18,18,18,0,320.7884700010032,1182.0
3,18,18,18,18,19,0,320.7884700010032,1182.0
4,16,18,19,19,19,0,320.7884700010032,1182.0
5,15,18,19,19,19,0,320.7884700010032,1182.0
6,18,19,19,19,19,2,320.7884700010032,1182.0
7,16,18,19,19,19,0,320.7884700010032,1182.0
8,19,19,19,19,19,4,320.7884700010032,1182.0
9,18,19,19,19,19,3,320.7884700010032,1182.0
10,18,18,19,19,19,0,320.7884700010032,1182.0
11,16,17,18,19,19,1,320.7884700010032,1182.0
12,18,18,19,19,19,1,320.7884700010032,1182.0
13,16,17,18,18,19,0,320.7884700010032,1182.0
14,18,19,19,19,19,0,320.7884700010032,1182.0
15,17,18,18,19,19,0,320.7884700010032,1182.0
16,18,18,19,19,19,1,320.7884700010032,1182.0
17,16,18,19,19,19,0,320.7884700010032,1182.0
18,19,19,19,19,19,0,320.7884700010032,1182.0
19,19,19,19,19,19,4,320.7884700010032,1182.0
20,17,17,18,18,18,0,320.7884700010032,1182.0
21,18,18,18,19,19,0,320.7884700010032,1182.0
22,19,19,19,19,19,1,320.7884700010032,1182.0
23,17,17,18,18,19,1,320.7884700010032,1182.0
24,17,17,18,18,18,1,320.7884700010032,1182.0
25,19,19,19,19,19,3,320.7884700010032,1182.0
26,18,18,18,18,19,1,320.7884700010032,1182.0
27,18,18,18,19,19,1,320.7884700010032,1182.0
28,18,18,18,18,18,1,320.7884700010032,1182.0
29,16,17,18,18,18,0,320.7884700010032,1182.0
30,18,18,18,19,19,1,320.7884700010032,1182.0
31,18,18,18,18,19,1,320.7884700010032,1182.0
32,19,19,19,19,19,2,320.7884700010032,1182.0
33,17,17,18,18,19,0,320.7884700010032,1182.0
34,17,17,19,19,19,1,320.7884700010032,1182.0
35,18,18,19,19,19,1,320.7884700010032,1182.0
36,18,19,19,19,19,1,320.7884700010032,1182.0
37,17,19,19,19,19,1,320.7884700010032,1182.0
38,17,17,19,19,19,0,320.7884700010032,1182.0
39,16,18,19,19,19,0,320.7884700010032,1182.0
40,18,18,19,19,19,2,320.7884700010032,1182.0
41,17,17,18,19,19,0,320.7884700010032,1182.0
42,18,18,18,18,18,1,320.7884700010032,1182.0
43,18,18,19,19,19,1,320.7884700010032,1182.0
44,17,17,18,19,19,0,320.7884700010032,1182.0
45,18,18,19,19,19,0,320.7884700010032,1182.0
46,19,19,19,19,19,0,320.7884700010032,1182.0
47,18,19,19,19,19,0,320.7884700010032,1182.0
48,18,18,18,19,19,1,320.7884700010032,1182.0
49,17,17,17,17,19,1,320.7884700010032,1182.0
50,18,18,18,19,19,1,320.7884700010032,1182.0
51,17,18,19,19,19,1,320.7884700010032,1182.0
52,18,18,18,18,19,1,320.7884700010032,1182.0
53,19,19,19,19,19,1,320.7884700010032,1182.0
54,18,18,18,19,19,1,320.7884700010032,1182.0
55,17,18,18,19,19,1,320.7884700010032,1182.0
56,17,17,17,17,18,1,320.7884700010032,1182.0
57,16,16,16,18,18,1,320.7884700010032,1182.0
58,16,16,17,18,19,1,320.7884700010032,1182.0
59,17,19,19,19,19,2,320.7884700010032,1182.0
60,19,19,19,19,19,6,320.7884700010032,1182.0
61,19,19,19,19,19,6,320.7884700010032,1182.0
62,18,18,18,19,19,5,320.7884700010032,1182.0
63,17,17,18,18,18,5,320.7884700010032,1182.0
64,17,17,19,19,19,1,320.7884700010032,1182.0
65,18,18,18,18,19,1,320.7884700010032,1182.0
66,16,17,17,18,19,1,320.7884700010032,1182.0
67,17,18,19,19,19,2,320.7884700010032,1182.0
68,17,18,19,19,19,0,320.7884700010032,1182.0
69,17,17,18,19,19,3,320.7884700010032,1182.0
70,19,19,19,19,19,3,320.7884700010032,1182.0
71,16,18,18,19,19,0,320.7884700010032,1182.0
72,19,19,19,19,19,3,320.7884700010032,1182.0
73,19,19,19,19,19,3,320.7884700010032,1182.0
74,18,18,19,19,19,1,320.7884700010032,1182.0
75,18,19,19,19,19,1,320.7884700010032,1182.0
76,18,19,19,19,19,1,320.7884700010032,1182.0
77,19,19,19,19,19,3,320.7884700010032,1182.0
78,18,19,19,19,19,0,320.7884700010032,1182.0
79,19,19,19,19,19,4,320.7884700010032,1182.0
80,18,18,18,19,19,3,320.7884700010032,1182.0
81,17,18,18,19,19,3,320.7884700010032,1182.0
82,18,18,18,19,19,3,320.7884700010032,1182.0
83,16,17,19,19,19,0,320.7884700010032,1182.0
84,19,19,19,19,19,2,320.7884700010032,1182.0
85,18,18,19,19,19,0,320.7884700010032,1182.0
86,19,19,19,19,19,2,320.7884700010032,1182.0
87,19,19,19,19,19,2,320.7884700010032,1182.0
88,16,18,19,19,19,0,320.7884700010032,1182.0
89,15,16,18,19,19,0,320.7884700010032,1182.0
90,19,19,19,19,19,0,320.7884700010032,1182.0
91,18,18,18,18,19,0,320.7884700010032,1182.0
92,17,17,17,18,19,0,320.7884700010032,1182.0
93,18,19,19,19,19,0,320.7884700010032,1182.0
94,16,18,18,18,19,1,320.7884700010032,1182.0
95,17,19,19,19,19,0,320.7884700010032,1182.0
96,18,18,18,19,19,0,320.7884700010032,1182.0
97,16,18,18,19,19,0,320.7884700010032,1182.0
98,19,19,19,19,19,2,320.7884700010032,1182.0
99,19,19,19,19,19,2,320.7884700010032,1182.0
100,17,17,18,18,18,0,320.7884700010032,1182.0
101,17,18,18,19,19,2,320.7884700010032,1182.0
102,19,19,19,19,19,2,320.7884700010032,1182.0
103,17,18,19,19,19,0,320.7884700010032,1182.0
104,17,17,19,19,19,1,320.7884700010032,1182.0
105,19,19,19,19,19,1,320.7884700010032,1182.0
106,18,19,19,19,19,0,320.7884700010032,1182.0
107,18,18,19,19,19,1,320.7884700010032,1182.0
108,18,18,19,19,19,0,320.7884700010032,1182.0
109,18,18,19,19,19,1,320.7884700010032,1182.0
110,17,18,19,19,19,0,320.7884700010032,1182.0
111,18,19,19,19,19,2,320.7884700010032,1182.0
112,18,18,19,19,19,0,320.7884700010032,1182.0
113,18,18,18,18,19,1,320.7884700010032,1182.0
114,16,18,19,19,19,0,320.7884700010032,1182.0
115,17,18,19,19,19,0,320.7884700010032,1182.0
116,19,19,19,19,19,0,320.7884700010032,1182.0
117,18,19,19,19,19,0,320.7884700010032,1182.0
118,19,19,19,19,19,0,320.7884700010032,1182.0
119,18,19,19,19,19,0,320.7884700010032,1182.0
120,19,19,19,19,19,0,320.7884700010032,1182.0
121,19,19,19,19,19,0,320.7884700010032,1182.0
122,18,19,19,19,19,0,320.7884700010032,1182.0
123,19,19,19,19,19,0,320.7884700010032,1182.0
124,17,19,19,19,19,0,320.7884700010032,1182.0
125,16,18,18,18,19,0,320.7884700010032,1182.0
126,16,19,19,19,19,0,320.7884700010032,1182.0
127,17,19,19,19,19,0,320.7884700010032,1182.0
128,18,18,19,19,19,0,320.7884700010032,1182.0
129,18,19,19,19,19,0,320.7884700010032,1182.0
130,19,19,19,19,19,0,320.7884700010032,1182.0
131,16,17,18,19,19,0,320.7884700010032,1182.0
132,17,18,18,18,18,0,320.7884700010032,1182.0
133,17,17,17,19,19,0,320.7884700010032,1182.0
134,18,18,19,19,19,1,320.7884700010032,1182.0
135,19,19,19,19,19,1,320.7884700010032,1182.0
136,18,19,19,19,19,1,320.7884700010032,1182.0
137,17,17,18,18,19,0,320.7884700010032,1182.0
138,19,19,19,19,19,0,320.7884700010032,1182.0
139,18,18,19,19,19,0,320.7884700010032,1182.0
140,19,19,19,19,19,2,320.7884700010032,1182.0
141,19,19,19,19,19,2,320.7884700010032,1182.0
142,16,17,18,19,19,0,320.7884700010032,1182.0
143,19,19,19,19,19,3,320.7884700010032,1182.0
144,19,19,19,19,19,3,320.7884700010032,1182.0
145,17,18,19,19,19,1,320.7884700010032,1182.0
146,19,19,19,19,19,3,320.7884700010032,1182.0
147,17,17,18,18,18,3,320.7884700010032,1182.0
148,19,19,19,19,19,4,320.7884700010032,1182.0
149,18,18,18,19,19,3,320.7884700010032,1182.0
150,18,18,19,19,19,1,320.7884700010032,1182.0
151,18,19,19,19,19,1,320.7884700010032,1182.0
152,19,19,19,19,19,4,320.7884700010032,1182.0
153,18,18,18,18,18,3,320.7884700010032,1182.0
154,17,18,18,18,19,3,320.7884700010032,1182.0
155,18,18,18,18,18,2,320.7884700010032,1182.0
156,19,19,19,19,19,3,320.7884700010032,1182.0
157,17,18,19,19,19,0,320.7884700010032,1182.0
158,17,17,17,17,18,0,320.7884700010032,1182.0
159,18,18,18,18,18,0,320.7884700010032,1182.0
