1641 1734 1814 1848 1669 1849 1844 1729 1848 1694 1715 1849 1847 1829 1814 1849 1739 1841 1852 1815 1786 1831 1832 1729 1680 1836 1668 1800 1825 1733 1852 1801 1844 1831 1684 1847 1748 1846 1735 1841 1735 1794 1850 1822 1697 1826 1808 1845 1831 1827

70

90 79 70 65 87 65 66 80 65 84 81 65 66 68 69 65 79 66 65 69 73 67 67 80 86 67 87 71 68 79 65 71 66 67 85 65 77 66 79 66 79 72 65 69 84 68 70 66 68 68

19 25 50 6

23081

0	0	369	204	0	311	154	0	230	312	0	311	204	54	9	309	594	161	309	407	486	56	72	557	0	140	0	449	41	580	278	0	287	56	0	318	557	318	575	301	594	0	259	375	56	375	0	314	58	311
54	0	423	258	0	365	208	0	284	366	0	365	258	108	63	363	648	215	363	461	540	110	126	611	0	194	0	503	95	634	332	39	341	110	0	372	611	372	629	355	648	49	313	429	110	429	50	368	112	365
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	38	117	0	0	188	0	0	0	80	0	211	0	0	0	0	0	0	188	0	206	0	225	0	0	6	0	6	0	0	0	0
0	0	165	0	0	107	0	0	26	108	0	107	0	0	0	105	390	0	105	203	282	0	0	353	0	0	0	245	0	376	74	0	83	0	0	114	353	114	371	97	390	0	55	171	0	171	0	110	0	107
256	202	625	460	0	567	410	82	486	568	132	567	460	310	265	565	850	417	565	663	742	312	328	813	0	396	0	705	297	836	534	241	543	312	0	574	813	574	831	557	850	251	515	631	312	631	252	570	314	567
0	0	58	0	0	0	0	0	0	1	0	0	0	0	0	0	283	0	0	96	175	0	0	246	0	0	0	138	0	269	0	0	0	0	0	7	246	7	264	0	283	0	0	64	0	64	0	3	0	0
0	0	215	50	0	157	0	0	76	158	0	157	50	0	0	155	440	7	155	253	332	0	0	403	0	0	0	295	0	426	124	0	133	0	0	164	403	164	421	147	440	0	105	221	0	221	0	160	0	157
174	120	543	378	0	485	328	0	404	486	50	485	378	228	183	483	768	335	483	581	660	230	246	731	0	314	0	623	215	754	452	159	461	230	0	492	731	492	749	475	768	169	433	549	230	549	170	488	232	485
0	0	139	0	0	81	0	0	0	82	0	81	0	0	0	79	364	0	79	177	256	0	0	327	0	0	0	219	0	350	48	0	57	0	0	88	327	88	345	71	364	0	29	145	0	145	0	84	0	81
0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	95	174	0	0	245	0	0	0	137	0	268	0	0	0	0	0	6	245	6	263	0	282	0	0	63	0	63	0	2	0	0
124	70	493	328	0	435	278	0	354	436	0	435	328	178	133	433	718	285	433	531	610	180	196	681	0	264	0	573	165	704	402	109	411	180	0	442	681	442	699	425	718	119	383	499	180	499	120	438	182	435
0	0	58	0	0	0	0	0	0	1	0	0	0	0	0	0	283	0	0	96	175	0	0	246	0	0	0	138	0	269	0	0	0	0	0	7	246	7	264	0	283	0	0	64	0	64	0	3	0	0
0	0	165	0	0	107	0	0	26	108	0	107	0	0	0	105	390	0	105	203	282	0	0	353	0	0	0	245	0	376	74	0	83	0	0	114	353	114	371	97	390	0	55	171	0	171	0	110	0	107
0	0	315	150	0	257	100	0	176	258	0	257	150	0	0	255	540	107	255	353	432	2	18	503	0	86	0	395	0	526	224	0	233	2	0	264	503	264	521	247	540	0	205	321	2	321	0	260	4	257
