1873 1883 1660 1809 1855 1891 1801 1861 1751 1880 1797 1863 1872 1860 1890 1836 1876 1882 1883 1702 1798 1714 1834 1865 1890 1880 1889 1846 1837 1867 1881 1849 1872 1735 1890 1891 1880 1869 1890 1872 1890 1866 1768 1800 1886 1793 1885 1837 1805 1889

70

68 67 96 76 70 66 78 70 84 67 78 69 68 70 66 73 68 67 67 91 78 89 73 69 66 67 66 72 73 69 67 71 68 86 66 66 67 68 66 68 66 69 82 78 66 79 66 73 77 66

19 25 50 6

23796

0	0	0	0	0	0	165	0	303	5	197	52	5	0	0	0	0	0	0	25	0	0	126	0	0	0	0	0	109	0	0	0	25	12	0	0	5	35	0	0	0	35	0	0	0	185	0	0	0	0
155	0	0	0	0	31	320	0	458	160	352	207	160	0	11	0	0	153	90	180	0	0	281	0	42	155	36	0	264	0	146	0	180	167	41	11	160	190	22	143	17	190	0	0	82	340	10	0	0	47
505	350	0	110	226	381	670	250	808	510	702	557	510	250	361	155	287	503	440	530	72	0	631	252	392	505	386	254	614	252	496	199	530	517	391	361	510	540	372	493	367	540	4	135	432	690	360	160	85	397
395	240	0	0	116	271	560	140	698	400	592	447	400	140	251	45	177	393	330	420	0	0	521	142	282	395	276	144	504	142	386	89	420	407	281	251	400	430	262	383	257	430	0	25	322	580	250	50	0	287
279	124	0	0	0	155	444	24	582	284	476	331	284	24	135	0	61	277	214	304	0	0	405	26	166	279	160	28	388	26	270	0	304	291	165	135	284	314	146	267	141	314	0	0	206	464	134	0	0	171
124	0	0	0	0	0	289	0	427	129	321	176	129	0	0	0	0	122	59	149	0	0	250	0	11	124	5	0	233	0	115	0	149	136	10	0	129	159	0	112	0	159	0	0	51	309	0	0	0	16
0	0	0	0	0	0	0	0	138	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
255	100	0	0	0	131	420	0	558	260	452	307	260	0	111	0	37	253	190	280	0	0	381	2	142	255	136	4	364	2	246	0	280	267	141	111	260	290	122	243	117	290	0	0	182	440	110	0	0	147
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	160	0	298	0	192	47	0	0	0	0	0	0	0	20	0	0	121	0	0	0	0	0	104	0	0	0	20	7	0	0	0	30	0	0	0	30	0	0	0	180	0	0	0	0
0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
