1849 1292 1837 1833 1836 1818 1803 1840 1800 1838 1805 1832 1829 1791 1856 1830 1798 1808 1842 1843 1812 1817 1802 1828 1856 1804 1835 1817 1808 1802 1820 1838 1683 1807 1764 1825 1851 1252 1807 1836 1809 1806 1818 1823 1819 1836 1839 1746 1699 1834 1846 1796 1842 1830 1830 1839 1825 1838 1835 1806 1806 1843 1837 1746 1807 1841 1848 1837 1811 1846 1842 1815 1806 1812 1843 1830 1836 1833 1836 1832 1845 1368 1840 1846 1807 1835 1807 1839 1708 1809 1801 1833 1841 1841 1824 1843 1830 1823 1844 1842 1225 1821 1805 1834 1833 1847 1843 1846 1685 1847 1844 1843 1824 1832 1845 1796 1822 1833 1827 1846 1841 1847 1812 1809 1855 1845 1814 1708 1820 1827 1850 1830 1829 1825 1797 1845 1794 1832 1809 1755 1832 1831 1816 1825 1551 1824 1824 1810 1826 1806 1842 1839 1840 1798 1823 1810 1841 1816 1840 1840 1839 1839 1855 1825 1832 1493 1841 1677 1828 1787 1107 1823 1786 1718 1841 1825 1833 1847 1791 1788 1817 1834 1834 1784 1835 1814 1809 1796 1832 1168 1835 1825 1735 1824 1826 1841 1821 1807 1837 1068

93

10 20 10 10 10 11 11 10 11 10 11 10 10 11 10 10 11 11 10 10 11 11 11 10 10 11 10 11 11 11 11 10 13 11 12 10 10 21 11 10 11 11 11 11 11 10 10 12 13 10 10 11 10 10 10 10 10 10 10 11 11 10 10 12 11 10 10 10 11 10 10 11 11 11 10 10 10 10 10 10 10 19 10 10 11 10 11 10 13 11 11 10 10 10 10 10 10 11 10 10 22 11 11 10 10 10 10 10 13 10 10 10 10 10 10 11 11 10 10 10 10 10 11 11 10 10 11 13 11 10 10 10 10 10 11 10 11 10 11 12 10 10 11 10 16 10 10 11 10 11 10 10 10 11 10 11 10 11 10 10 10 10 10 10 10 17 10 13 10 11 24 10 11 12 10 10 10 10 11 11 11 10 10 11 10 11 11 11 10 23 10 10 12 10 10 10 11 11 10 25

10.009122843191172 75.00717848927353 6.0072563618362 9.003544688143382

86943.0

0	0	27	0	27	0	0	30	0	0	0	0	0	0	26	0	0	0	0	0	26	0	0	27	27	0	0	0	0	0	0	0	0	0	27	0	30	0	0	26	28	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	28	0	0	26	27	0	0	0	27	0	0	26	0	0	0	0	0	30	26	28	0	0	0	28	0	28	0	0	0	0	0	27	0	0	0	0	26	0	0	0	0	0	26	0	27	0	0	27	0	28	0	0	27	27	28	30	0	0	0	0	0	30	0	0	26	0	0	0	0	0	0	0	0	0	28	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	28	0	0	0	0	26	0	0	0	0	30	0	0	27	0	0	0	0	0	0	0	0	0	0	0	28	28	0	0	0	0	30	0	0	0	0	0	0	0	0	30	0	0	0	0	27
28	0	26	0	26	28	0	28	0	0	0	0	0	0	25	0	0	28	0	0	25	0	0	26	26	30	0	0	30	0	0	0	0	0	26	0	28	0	28	25	27	0	0	0	0	0	0	0	0	0	28	0	26	0	0	0	0	0	28	0	0	25	26	0	0	0	26	30	0	25	0	0	0	28	28	28	25	28	0	0	0	28	0	27	0	0	0	0	0	26	28	0	0	0	25	0	0	0	28	0	25	28	26	0	0	27	0	27	0	0	27	26	28	28	0	0	0	0	0	28	28	0	25	0	0	0	0	0	0	0	0	0	27	0	28	0	0	28	0	30	30	0	0	0	30	0	0	28	28	0	0	26	0	30	27	0	0	0	0	25	0	0	0	28	28	0	0	26	0	30	0	28	30	30	0	0	0	0	0	27	28	28	0	28	0	28	0	28	30	0	30	0	0	0	28	0	28	0	28	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	28	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	26	22	0	22	25	27	24	0	28	27	30	27	0	21	26	30	25	30	27	21	0	0	22	22	25	0	0	25	26	26	0	28	0	22	0	24	0	25	21	23	28	0	0	26	0	0	0	27	28	25	28	22	0	26	28	28	0	24	0	0	21	22	0	26	28	22	25	0	21	0	0	28	25	25	24	22	24	0	0	0	23	26	23	27	28	27	0	0	22	25	30	0	0	22	0	28	0	25	30	21	25	22	26	28	23	0	23	0	0	23	22	24	24	0	28	26	30	0	24	25	0	21	27	0	0	28	27	0	26	0	30	23	0	24	0	0	25	27	26	25	0	0	0	25	0	28	25	25	27	28	22	0	25	23	28	0	0	26	21	30	0	0	25	25	0	28	22	0	26	30	25	25	26	27	30	28	0	27	23	24	25	28	25	0	24	27	25	25	28	25	27	26	26	25	27	25	26	25	22
0	0	30	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	28	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	28	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	26	0	27	0	0	28	0	0	0	0	0	0	26	0	0	30	0	0	26	0	0	27	27	0	0	0	0	0	0	0	0	0	26	0	28	0	0	26	28	0	0	0	0	0	0	0	0	0	30	0	27	0	0	0	0	0	28	0	0	26	27	0	0	0	27	0	0	26	0	0	0	30	0	28	26	28	0	0	0	28	0	28	0	0	0	0	0	27	30	0	0	0	26	0	0	0	30	0	26	30	26	0	0	27	0	28	0	0	27	27	28	28	0	0	0	0	0	28	0	0	26	0	0	0	0	0	0	0	0	0	28	0	28	0	0	30	0	0	0	0	0	0	0	0	0	30	30	0	0	27	0	0	28	0	0	0	0	26	0	0	0	30	30	0	0	26	0	0	0	30	0	0	0	0	0	0	0	28	28	0	0	0	0	28	0	30	0	0	0	0	0	0	28	0	30	0	30	27
27	28	24	0	24	27	0	27	0	0	28	0	30	0	23	28	0	27	0	30	24	0	0	25	24	28	0	0	28	28	28	0	0	0	24	0	27	0	27	23	25	0	0	0	28	0	0	0	30	0	27	0	24	0	28	0	0	0	26	0	0	24	25	0	28	0	25	28	0	23	0	0	0	27	28	27	24	26	0	0	0	26	28	25	28	0	30	0	0	25	27	0	0	0	24	0	0	0	27	0	24	27	24	28	0	25	0	25	0	0	25	24	26	27	0	0	28	0	0	27	27	0	24	30	0	0	0	28	0	28	0	0	26	0	26	0	0	27	30	28	28	0	0	0	28	0	0	27	27	30	0	24	0	28	26	0	0	0	28	24	0	0	0	27	27	0	0	24	0	28	0	27	28	28	28	0	0	0	28	25	26	27	0	28	0	27	30	27	28	0	28	28	28	28	27	30	27	28	27	24
0	0	27	0	27	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	27	0	0	28	27	0	0	0	0	0	0	0	0	0	27	0	0	0	0	26	28	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	28	0	0	27	28	0	0	0	28	0	0	26	0	0	0	0	0	0	27	28	0	0	0	28	0	28	0	0	0	0	0	28	0	0	0	0	27	0	0	0	0	0	27	0	27	0	0	28	0	28	0	0	28	27	30	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	28	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	28	0	0	0	0	27	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
24	25	21	28	21	24	27	24	0	28	26	28	26	0	21	25	28	24	28	26	21	0	0	22	21	25	0	30	25	25	25	0	27	0	21	0	24	0	25	21	22	27	0	30	26	30	30	0	27	28	24	27	21	0	26	28	28	0	23	0	0	21	22	0	26	28	22	25	0	21	0	0	28	24	25	24	21	23	30	0	0	23	26	23	26	27	26	0	0	22	24	28	0	0	21	0	28	0	24	28	21	24	21	25	27	22	0	22	0	30	22	21	24	24	30	28	25	28	0	24	24	0	21	26	0	30	28	26	0	25	0	28	23	0	24	0	0	24	27	25	25	28	30	0	25	30	28	24	24	26	28	21	30	25	23	28	0	30	25	21	28	30	0	24	24	0	28	21	0	25	28	24	25	25	26	28	27	0	26	23	23	25	27	25	0	24	27	24	25	27	25	26	26	25	24	27	24	26	24	21
25	26	22	0	22	26	28	25	0	0	27	0	28	0	22	26	0	26	0	28	22	0	0	23	22	26	0	0	26	27	27	0	28	0	22	0	25	0	26	22	24	28	0	0	27	0	0	0	28	30	26	28	22	0	27	30	0	0	24	0	0	22	23	0	27	0	23	26	0	22	0	0	30	25	26	25	22	24	0	0	0	24	27	24	27	28	28	0	0	23	26	0	0	0	22	0	28	0	25	0	22	25	22	26	28	23	0	23	0	0	23	22	25	25	0	0	27	0	0	25	26	0	22	28	0	0	0	27	0	26	0	0	24	0	25	0	0	26	28	26	26	0	0	0	26	0	0	25	25	28	30	22	0	26	24	28	0	0	27	22	0	0	0	26	25	0	28	22	0	26	0	25	26	26	27	0	28	0	27	24	24	26	28	26	0	25	28	25	26	28	26	27	27	26	25	28	25	27	26	22
