1733 1642 1730 1733 1632 1684 1664 1664 1634 1647 1631 1664 1625 1666 1733 1794 1689 1653 1658 1651 1735 1691 1645 1703 1654 1778 1657 1636 1618 1704 1640 1735 1622 1704 1733 1628 1735 1623 1602 1633 1734 1735 1687 1676 1682 1757 1630 1659 1733 1734 1639 1733 1737 1649 1641 1692 1690 1677 1705 1676 1661 1733 1733 1660 1677 1732 1688 1736 1696 1739 1704 1612 1662 1710 1732 1728 1660 1676 1733 1730 1645 1685 1606 1731 1775 1720 1711 1634 1690 1663 1736 1681 1580 1739 1731 1612 1731 1695 1612 1714

52

28 31 28 28 32 30 30 30 32 31 32 30 32 30 28 25 29 31 31 31 27 29 31 29 31 26 31 32 32 29 31 27 32 29 28 32 27 32 33 32 27 27 29 30 30 26 32 31 28 27 31 27 27 31 31 29 29 30 29 30 31 28 27 31 30 28 29 27 29 27 29 33 30 28 28 28 31 30 28 28 31 30 33 28 26 28 28 32 29 30 27 30 34 27 28 33 28 29 33 28

9.999794630148763 7.999252022753475 58.9991725533085 23.000584140758534

41546.0

0	0	0	0	0	28	0	0	0	0	0	0	0	0	28	28	0	0	0	30	28	0	0	0	0	0	0	28	0	0	0	26	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	0	0	0	0	28	26	28	0	0	26	0	30	0	28	0	0	0	27	0	0	0	0	0	0	0	0	0	0	28	0
28	0	0	28	0	27	0	0	28	0	0	0	0	0	26	27	0	0	0	27	26	0	0	0	0	28	0	27	0	28	28	24	28	28	0	25	0	30	0	28	0	0	28	28	0	0	28	28	28	0	0	0	0	28	0	0	28	28	0	28	25	28	0	0	27	0	28	0	0	28	28	0	0	0	26	24	27	28	0	24	28	27	28	26	0	0	0	25	28	0	0	0	0	0	28	0	28	0	26	28
24	27	0	24	30	23	0	0	24	30	0	0	27	28	23	24	28	0	0	24	23	0	28	28	0	25	28	24	0	25	25	21	26	25	0	22	28	26	27	25	0	0	25	24	0	28	24	25	25	27	27	28	0	26	28	0	26	25	27	25	22	25	28	28	24	27	24	0	0	25	25	0	0	0	23	21	24	24	28	21	24	24	25	23	0	0	0	22	25	0	0	0	0	0	25	28	24	28	23	26
0	0	0	0	0	28	0	0	0	0	0	0	0	0	28	28	0	0	0	30	28	0	0	0	0	0	0	28	0	0	0	26	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	0	0	0	0	28	26	28	0	0	26	0	30	0	28	0	0	0	27	0	0	0	0	0	0	0	0	0	0	28	0
25	27	0	25	0	24	0	0	25	30	0	0	27	28	23	24	28	0	0	24	23	0	28	28	0	25	28	24	0	25	25	21	26	25	0	22	28	26	27	25	0	0	25	25	0	28	25	25	25	27	27	28	0	26	28	0	26	25	27	25	22	26	28	28	24	27	25	0	0	25	25	0	0	0	23	21	24	25	28	21	25	24	25	23	0	0	0	22	25	0	0	0	0	0	25	28	25	28	23	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	30	27	0	0	0	27	0	0	0	30	0	0	0	28	0	0	0	0	0	0	0	0	0	0	30	0
24	26	30	24	30	23	0	0	24	30	0	0	27	28	22	23	28	30	0	24	23	0	28	28	0	25	28	24	0	24	25	21	25	24	0	22	28	26	27	24	0	0	24	24	0	28	24	24	24	27	27	28	0	25	28	0	25	24	26	24	22	25	28	28	23	26	24	0	0	25	25	0	0	0	23	21	23	24	28	21	24	24	24	23	0	0	0	22	25	0	0	0	0	0	24	27	24	28	23	26
24	26	28	24	28	23	28	0	24	28	0	0	26	28	22	23	28	28	0	23	22	28	28	28	28	24	28	23	0	24	24	20	25	24	0	21	27	25	26	24	0	0	24	24	0	28	24	24	24	26	26	28	0	25	28	0	25	24	26	24	21	24	28	28	23	26	24	0	0	24	24	0	0	0	22	20	23	24	28	20	24	23	24	22	30	30	0	21	24	28	0	0	0	0	24	26	24	28	22	25
0	0	0	0	0	28	0	0	0	0	0	0	0	0	28	28	0	0	0	30	28	0	0	0	0	0	0	28	0	0	0	26	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	0	0	0	0	28	26	28	0	0	26	0	30	0	28	0	0	0	27	0	0	0	0	0	0	0	0	0	0	28	0
25	27	0	25	0	24	0	0	25	0	0	0	27	30	23	24	28	0	0	24	23	0	28	28	0	25	28	24	0	25	25	21	26	25	0	22	28	26	28	25	0	0	25	25	0	28	25	25	25	27	27	28	0	26	28	0	26	25	27	25	22	26	28	28	24	27	25	0	0	25	26	0	0	0	23	21	24	25	28	21	25	24	25	23	0	0	0	22	25	0	0	0	0	0	25	28	25	30	23	26
22	24	27	22	27	21	28	28	22	27	0	28	24	27	20	21	26	27	0	22	21	28	26	26	28	23	26	22	0	22	23	19	23	22	30	20	25	24	25	22	0	0	22	22	0	26	22	22	22	24	24	26	0	23	26	0	23	22	24	22	20	23	26	26	21	24	22	0	0	23	23	0	30	30	21	19	21	22	26	19	22	22	22	21	28	28	28	20	22	28	0	0	0	0	22	25	22	27	21	23
23	25	28	23	28	22	28	28	23	28	0	0	25	27	21	22	27	28	0	22	22	28	27	27	28	23	27	22	0	23	23	19	24	23	0	20	26	24	25	23	0	0	23	23	0	27	23	23	23	25	25	27	0	24	27	0	24	23	25	23	20	24	27	27	22	25	23	0	0	23	23	0	0	0	21	19	22	23	27	19	23	22	23	22	28	28	30	20	23	28	0	0	0	0	23	26	23	27	22	24
27	30	0	27	0	26	0	0	27	0	0	0	0	0	25	27	0	0	0	27	26	0	0	0	0	28	0	27	0	28	28	24	28	28	0	25	0	28	0	28	0	0	28	27	0	0	27	28	28	0	30	0	0	28	0	0	28	28	30	28	25	28	0	0	26	30	27	0	0	28	28	0	0	0	26	24	27	27	0	24	27	27	28	26	0	0	0	25	28	0	0	0	0	0	28	0	27	0	26	28
25	27	0	25	0	24	0	0	25	0	0	0	28	0	23	24	30	0	0	25	24	0	30	30	0	26	30	25	0	25	26	22	26	25	0	23	28	27	28	25	0	0	25	25	0	30	25	25	25	28	28	30	0	26	30	0	26	25	27	25	23	26	30	30	24	27	25	0	0	26	26	0	0	0	24	22	24	25	30	22	25	25	25	24	0	0	0	23	26	0	0	0	0	0	25	28	25	0	24	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	28	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	30	0	0	0	0	0	0	0	0	28	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	30	0	0	0	0	0	0	0	0	0	30	27	0	0	0	27	0	0	0	30	0	0	0	28	0	0	0	0	0	0	0	0	0	0	30	0
25	28	0	25	0	24	0	0	25	0	0	0	28	0	23	25	0	0	0	25	24	0	30	0	0	26	30	25	0	26	26	22	27	26	0	23	28	27	28	26	0	0	26	25	0	30	25	26	26	28	28	30	0	27	30	0	27	26	28	26	23	26	0	0	24	28	25	0	0	26	26	0	0	0	24	22	25	25	0	22	25	25	26	24	0	0	0	23	26	0	0	0	0	0	26	28	25	0	24	27
24	27	0	24	30	23	0	0	24	30	0	0	27	28	23	24	28	0	0	24	23	0	28	28	0	25	28	24	0	25	25	21	26	25	0	22	28	26	27	25	0	0	25	24	0	28	24	25	25	27	27	28	0	26	28	0	26	25	27	25	22	25	28	28	24	27	24	0	0	25	25	0	0	0	23	21	24	24	28	21	24	24	25	23	0	0	0	22	25	0	0	0	0	0	25	28	24	28	23	26
21	23	26	21	26	20	27	28	21	26	28	28	24	26	20	21	26	26	0	21	20	27	25	26	27	22	25	21	30	21	22	18	22	22	28	19	25	23	24	22	28	0	22	21	0	25	21	21	22	24	24	25	0	22	25	28	22	22	23	22	19	22	26	26	21	23	21	0	30	22	22	0	28	28	20	18	21	21	26	18	21	21	22	20	27	27	28	19	22	27	28	28	30	0	22	24	21	26	20	23
0	0	0	0	0	28	0	0	0	0	0	0	0	0	28	30	0	0	0	0	28	0	0	0	0	0	0	30	0	0	0	26	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	0	0	0	0	28	26	30	0	0	26	0	0	0	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	28	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	30	27	0	0	0	27	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
24	26	30	24	30	23	30	0	24	30	0	0	27	28	22	23	28	30	0	24	23	0	28	28	0	25	28	24	0	24	25	21	25	24	0	22	28	26	27	24	0	0	24	24	0	28	24	24	24	27	27	28	0	25	28	0	25	24	26	24	22	25	28	28	23	26	24	0	0	25	25	0	0	0	23	21	23	24	28	21	24	24	24	23	0	0	0	22	25	0	0	0	0	0	24	27	24	28	23	26
25	28	0	25	0	24	0	0	25	0	0	0	28	0	24	25	0	0	0	25	24	0	0	0	0	26	30	25	0	26	26	22	27	26	0	23	28	27	28	26	0	0	26	25	0	30	25	26	26	28	28	0	0	27	30	0	27	26	28	26	23	26	0	0	24	28	25	0	0	26	26	0	0	0	24	22	25	25	0	22	25	25	26	24	0	0	0	23	26	0	0	0	0	0	26	28	25	0	24	27
