1755 1508 1732 1533 1762 1760 1658 1719 1688 1741 1719 1731 1738 1691 1652 1697 1678 1569 1721 1658 1584 1744 1684 1582 1559 1650 1752 1678 1678 1699 1753 1680 1662 1747 1695 1580 1665 1749 1751 1633 1724 1721 1720 1677 1653 1709 1725 1724 1709 1751 1695 1749 1707 1688 1695 1705 1711 1611 1582 1708 1708 1696 1578 1718 1723 1727 1715 1614 1705 1595 1752 1749 1700 1664 1713 1706 1696 1727 1645 1710 1705 1671 1665 1717 1747 1702 1688 1664 1749 1692 1707 1703 1747 1702 1714 1633 1706 1752 1730 1642 1627 1689 1663 1713 1691 1708 1665 1711 1704 1604 1751 1704 1712 1655 1706 1756 1597 1601 1702 1685 1656 1688 1719 1567 1728 1695 1685 1758 1709 1693 1696 1753 1573 1711 1726 1697 1713 1699 1683 1759 1631 1573 1692 1704 1644 1649 1742 1657 1701 1732

88

9 13 9 12 9 9 10 10 10 9 10 9 9 10 11 10 10 12 10 10 11 9 10 12 12 11 9 10 10 10 9 10 10 9 10 12 10 9 9 11 9 10 10 10 10 10 9 9 10 9 10 9 10 10 10 10 10 11 12 10 10 10 12 10 10 9 10 11 10 11 9 9 10 10 10 10 10 9 11 10 10 10 10 10 9 10 10 10 9 10 10 10 9 10 10 11 10 9 9 11 11 10 10 10 10 10 10 10 10 11 9 10 10 10 10 9 11 11 10 10 10 10 10 12 9 10 10 9 10 10 10 9 12 10 9 10 10 10 10 9 11 12 10 10 11 11 9 10 10 9

7.999665926988486 17.000807408628578 68.00086613053998 6.999991553214895

60658.0

0	0	28	0	27	27	28	0	27	0	0	30	0	0	0	0	0	27	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	28	28	27	0	0	0	28	0	0	0	0	0	0	0	0	0	27	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	27	0	0	0	0	0	0	0	28	0	0	0	0	28	0	0	28	0	0	0	0	28	0	27	0	0	28	27	0	0	0	0	0	0	27	28	0	0	0	0	0	27	0	0	0	0	27	0	0	0	27	30	0	0	0	0	27	0	0	0	0	0	0	0	28	0	0	0	0	0	0
28	0	26	0	25	26	27	28	26	0	28	28	0	0	0	28	0	25	28	0	0	0	28	0	0	0	28	28	0	0	28	28	0	0	28	0	0	30	28	26	26	28	25	0	0	28	27	0	28	28	28	0	0	0	0	0	25	0	0	27	0	28	0	28	0	0	28	28	28	0	0	0	28	0	28	28	30	0	0	25	0	0	0	0	28	28	0	27	0	0	30	0	26	0	30	27	0	0	0	0	26	0	25	0	0	27	25	0	28	30	0	30	0	25	27	0	0	0	28	0	25	0	0	0	0	26	0	0	0	26	28	0	0	0	0	25	0	0	0	0	28	30	0	27	28	28	28	0	28	0
0	0	0	0	28	30	0	0	30	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	30	0	0	0	0	0	0	28	0	0	0	0	0	0	28	0	0	0	0	30	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	26	22	0	21	22	23	25	22	0	25	24	0	0	0	24	28	22	24	0	27	28	25	28	28	27	25	25	27	0	25	25	30	27	25	0	0	26	25	22	23	24	21	28	30	25	23	28	25	25	24	28	28	30	26	0	21	28	0	23	0	25	0	25	0	28	25	25	25	0	0	26	25	0	25	24	26	0	28	21	27	0	26	0	24	25	0	23	26	0	26	28	22	27	26	24	0	28	0	0	22	26	21	27	26	23	22	0	25	26	27	26	26	21	23	28	0	0	25	28	21	0	0	0	28	22	0	30	0	22	24	28	27	0	27	22	0	0	28	0	25	25	0	23	25	25	25	26	25	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	28	0	0	0	30	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	30	0	0	0	0	0	0	28	0	0	0	0	0	0	28	0	0	0	0	30	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	28	0	28	28	0	0	28	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	28	0	28	0	0	30	28	0	0	0	0	0	0	28	30	0	0	0	0	0	28	0	0	0	0	28	0	0	0	28	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	27	0	26	27	28	0	27	0	30	28	0	0	0	30	0	26	28	0	0	0	0	0	0	0	0	30	0	0	30	0	0	0	30	0	0	0	0	27	28	28	26	0	0	0	28	0	0	0	30	0	0	0	0	0	26	0	0	28	0	0	0	0	0	0	0	30	30	0	0	0	0	0	0	28	0	0	0	26	0	0	0	0	30	0	0	28	0	0	0	0	27	0	0	28	0	0	0	0	27	0	26	0	0	28	27	0	0	0	0	0	0	26	28	0	0	0	0	0	26	0	0	0	0	27	0	0	0	27	28	0	0	0	0	26	0	0	0	0	0	0	0	28	30	0	0	0	0	0
0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	30	0	0	0	0	0	0	28	0	0	0	0	0	0	28	0	0	0	0	30	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	25	21	28	21	21	22	24	21	0	24	23	0	0	30	23	28	21	23	0	26	28	24	28	28	26	24	24	26	30	24	24	28	26	24	28	0	25	24	21	22	23	20	28	28	24	23	28	24	24	23	28	28	28	25	0	20	28	28	23	0	24	0	24	30	27	24	24	24	0	0	25	24	0	24	23	25	28	28	20	26	30	25	0	23	24	30	22	25	0	25	28	21	26	25	23	30	27	28	28	21	25	20	26	25	22	21	0	24	25	26	25	25	20	22	28	0	28	24	28	20	0	0	0	27	21	30	28	0	21	23	27	26	0	26	21	0	0	28	28	24	25	28	23	24	24	24	25	24	28
