1486 1574 1659 1654 1672 1624 1669 1569 1623 1673 1622 1622 1624 1657 1657 1641 1509 1514 1535 1593 1640 1579 1676 1672 1663 1641 1678 1621 1652 1657 1653 1656 1611 1567 1649 1603 1662 1649 1643 1609 1662 1667 1679 1641 1558 1529 1529 1657 1654 1653 1657 1640 1648 1488 1654 1647 1646 1631 1630 1653 1635 1631 1659 1532 1476 1639 1637 1645 1622 1648 1649 1664 1537 1550 1554 1624 1640 1665 1461 1635 1652 1549 1526 1614 1655 1630 1600 1624 1639 1669 1651 1512 1521 1676 1676 1499 1665 1608 1656 1528 1610 1627 1660 1654 1518 1655 1602 1492 1664 1624 1642 1645 1624 1654 1682 1654 1643 1542 1514 1642 1530 1667 1588 1566 1661 1657 1645 1669 1553 1599 1638 1669 1584 1651 1649 1637 1558 1540 1647 1604 1649 1624 1655 1561 1658 1649 1661 1657 1594 1196

88

10 9 8 8 8 8 8 9 8 8 8 8 8 8 8 8 9 9 9 9 8 9 8 8 8 8 8 8 8 8 8 8 8 9 8 8 8 8 8 8 8 8 8 8 9 9 9 8 8 8 8 8 8 10 8 8 8 8 8 8 8 8 8 9 10 8 8 8 8 8 8 8 9 9 9 8 8 8 10 8 8 9 9 8 8 8 8 8 8 8 8 9 9 8 8 10 8 8 8 9 8 8 8 8 9 8 8 10 8 8 8 8 8 8 8 8 8 9 9 8 9 8 9 9 8 8 8 8 9 8 8 8 9 8 8 8 9 9 8 8 8 8 8 9 8 8 8 8 9 13

8.000206686462025 16.99985010043151 67.99951984740532 7.000411160094572

58621.0

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	22	23	21	28	21	22	25	20	21	22	23	19	20	26	18	28	25	27	27	24	21	19	21	27	19	25	20	23	26	24	27	26	27	0	25	28	26	27	24	19	21	27	26	21	28	23	24	22	0	21	27	21	25	24	21	18	18	25	21	25	21	23	27	21	27	25	25	26	23	21	21	21	18	24	0	19	0	25	25	21	28	21	25	26	26	18	26	23	23	25	26	0	0	27	22	21	22	21	21	21	27	25	19	26	18	25	20	0	23	28	20	25	0	21	19	25	18	18	21	25	20	18	0	26	21	26	25	24	20	26	23	25	21	21	21	26	26	22	24	21	0	23	28	23	28	27	21	26
25	0	0	0	28	0	28	30	0	28	28	30	0	27	27	0	25	0	0	0	0	0	28	26	28	0	27	0	27	0	0	0	0	0	0	0	0	0	0	0	0	27	28	0	0	28	0	0	0	0	0	28	0	28	0	0	28	25	25	0	28	0	28	0	0	30	0	0	0	0	0	28	28	28	25	0	0	27	0	0	0	28	0	28	0	0	0	26	0	0	0	0	0	0	0	0	0	28	0	28	28	28	0	0	27	0	25	0	28	0	0	0	28	0	0	28	27	0	25	25	28	0	27	25	0	0	28	0	0	0	28	0	0	0	28	28	28	0	0	30	0	28	0	0	0	0	0	0	28	0
24	0	28	0	27	0	27	28	0	26	27	28	30	25	26	0	23	0	0	0	0	0	27	25	28	0	25	0	26	0	0	0	0	0	0	0	0	0	0	0	0	25	27	0	0	27	0	28	0	28	0	28	0	27	0	0	27	23	24	0	27	0	27	30	0	28	0	0	0	0	28	27	27	28	24	0	0	25	0	0	0	27	0	27	0	0	0	24	0	28	30	0	0	0	0	0	28	28	28	27	28	27	0	0	25	0	23	0	27	0	28	0	27	0	0	27	25	0	24	24	28	0	26	23	0	0	27	0	0	0	27	0	0	0	27	28	27	0	0	28	0	27	0	28	0	30	0	0	28	0
26	0	0	0	0	0	0	0	0	28	0	0	0	28	28	0	26	0	0	0	0	0	0	28	0	0	28	0	28	0	0	0	0	0	0	0	0	0	0	0	0	28	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	28	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	26	0	30	0	0	0	30	0	0	0	28	0	27	27	0	0	28	26	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	23	25	22	0	22	23	27	21	22	23	24	21	21	28	19	30	26	28	28	26	22	20	23	28	20	26	21	25	28	26	28	27	28	0	26	30	27	28	26	20	22	28	28	22	0	24	26	24	0	23	28	22	26	25	22	19	19	26	22	26	22	25	28	23	28	26	27	28	24	22	22	23	19	25	0	21	0	27	26	22	30	22	27	28	28	20	28	24	24	26	28	0	0	28	24	23	24	22	23	22	28	26	20	28	19	27	22	0	24	30	22	26	0	22	20	26	19	19	23	27	21	19	0	28	22	27	26	25	22	27	25	27	22	22	22	27	28	23	26	22	0	24	30	24	0	28	23	28
26	0	0	0	30	0	0	0	0	28	30	0	0	28	28	0	26	0	0	0	0	0	30	28	0	0	28	0	28	0	0	0	0	0	0	0	0	0	0	0	0	28	30	0	0	0	0	0	0	0	0	0	0	30	0	0	30	26	27	0	30	0	30	0	0	0	0	0	0	0	0	30	30	0	27	0	0	28	0	0	0	30	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	28	0	26	0	28	0	0	0	30	0	0	0	28	0	27	27	0	0	28	26	0	0	0	0	0	0	28	0	0	0	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	28	0	28	0	0	28	28	0	0	27	28	0	25	0	0	0	0	0	28	27	30	0	27	0	28	0	0	0	0	0	0	0	0	0	0	0	0	27	28	0	0	28	0	0	0	0	0	30	0	28	0	0	28	25	26	0	28	0	28	0	0	30	0	0	0	0	0	28	28	30	26	0	0	27	0	0	0	28	0	28	0	0	0	26	0	0	0	0	0	0	0	0	0	30	0	28	30	28	0	0	27	0	25	0	28	0	0	0	28	0	0	28	27	0	26	26	30	0	28	25	0	0	28	0	0	0	28	0	0	0	28	28	28	0	0	0	0	28	0	0	0	0	0	0	30	0
22	0	26	28	25	0	25	26	0	24	25	26	27	23	24	0	22	0	30	0	0	28	25	23	26	0	23	30	24	28	0	28	0	0	0	0	30	0	0	0	28	23	25	0	0	25	0	27	28	27	0	26	0	25	30	28	25	22	22	30	25	30	25	28	0	26	0	30	0	0	27	25	25	26	22	28	0	23	0	0	30	25	0	25	30	0	0	22	0	27	28	30	0	0	0	0	27	26	27	25	26	25	0	28	23	0	22	30	25	0	27	0	25	30	0	25	23	30	22	22	26	0	24	21	0	0	25	0	30	28	25	0	28	0	25	25	25	0	0	26	28	25	0	27	0	28	0	0	26	0
27	0	0	0	0	0	0	0	0	0	0	0	0	28	30	0	27	0	0	0	0	0	0	28	0	0	28	0	30	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	28	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	27	0	0	0	0	0	0	0	0	0	28	0	28	28	0	0	30	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
