instance_id,n_equivalence,equivalence_1,equivalence_3,equivalence_5,equivalence_10,sols_found,inf_time,runtime
0,17,17,17,17,17,1,320.8379052749986,1337.92
1,15,16,16,16,18,2,320.8379052749986,1337.92
2,17,17,18,18,18,1,320.8379052749986,1337.92
3,18,18,18,18,19,1,320.8379052749986,1337.92
4,17,18,19,19,19,0,320.8379052749986,1337.92
5,15,18,19,19,19,0,320.8379052749986,1337.92
6,17,19,19,19,19,0,320.8379052749986,1337.92
7,16,18,19,19,19,0,320.8379052749986,1337.92
8,19,19,19,19,19,5,320.8379052749986,1337.92
9,18,19,19,19,19,3,320.8379052749986,1337.92
10,18,18,19,19,19,0,320.8379052749986,1337.92
11,16,17,18,19,19,3,320.8379052749986,1337.92
12,18,18,19,19,19,2,320.8379052749986,1337.92
13,16,17,18,18,19,1,320.8379052749986,1337.92
14,18,19,19,19,19,1,320.8379052749986,1337.92
15,18,18,18,19,19,1,320.8379052749986,1337.92
16,18,18,19,19,19,1,320.8379052749986,1337.92
17,17,18,19,19,19,1,320.8379052749986,1337.92
18,19,19,19,19,19,0,320.8379052749986,1337.92
19,19,19,19,19,19,1,320.8379052749986,1337.92
20,16,17,18,18,18,0,320.8379052749986,1337.92
21,18,18,18,19,19,1,320.8379052749986,1337.92
22,19,19,19,19,19,9,320.8379052749986,1337.92
23,17,17,18,18,19,1,320.8379052749986,1337.92
24,17,17,18,18,18,0,320.8379052749986,1337.92
25,19,19,19,19,19,10,320.8379052749986,1337.92
26,18,18,18,18,19,2,320.8379052749986,1337.92
27,18,18,18,19,19,4,320.8379052749986,1337.92
28,18,18,18,18,18,3,320.8379052749986,1337.92
29,16,17,18,18,18,2,320.8379052749986,1337.92
30,18,18,18,19,19,1,320.8379052749986,1337.92
31,18,18,18,18,19,1,320.8379052749986,1337.92
32,19,19,19,19,19,2,320.8379052749986,1337.92
33,17,17,18,18,19,2,320.8379052749986,1337.92
34,17,17,19,19,19,1,320.8379052749986,1337.92
35,18,18,19,19,19,1,320.8379052749986,1337.92
36,18,18,19,19,19,0,320.8379052749986,1337.92
37,16,19,19,19,19,1,320.8379052749986,1337.92
38,17,17,19,19,19,0,320.8379052749986,1337.92
39,16,18,19,19,19,0,320.8379052749986,1337.92
40,18,18,19,19,19,2,320.8379052749986,1337.92
41,17,17,18,19,19,1,320.8379052749986,1337.92
42,18,18,18,18,18,3,320.8379052749986,1337.92
43,18,18,19,19,19,2,320.8379052749986,1337.92
44,17,17,18,19,19,0,320.8379052749986,1337.92
45,18,18,19,19,19,0,320.8379052749986,1337.92
46,19,19,19,19,19,0,320.8379052749986,1337.92
47,18,19,19,19,19,0,320.8379052749986,1337.92
48,18,18,18,19,19,0,320.8379052749986,1337.92
49,17,17,17,17,19,1,320.8379052749986,1337.92
