instance_id,n_equivalence,equivalence_1,equivalence_3,equivalence_5,equivalence_10,sols_found,inf_time,runtime
0,19,19,19,19,19,16,18.708373288999937,586.68
1,19,19,19,19,19,16,18.708373288999937,586.68
2,19,19,19,19,19,16,18.708373288999937,586.68
3,19,19,19,19,19,16,18.708373288999937,586.68
4,19,19,19,19,19,16,18.708373288999937,586.68
5,19,19,19,19,19,16,18.708373288999937,586.68
6,19,19,19,19,19,16,18.708373288999937,586.68
7,19,19,19,19,19,16,18.708373288999937,586.68
8,19,19,19,19,19,16,18.708373288999937,586.68
9,19,19,19,19,19,16,18.708373288999937,586.68
10,19,19,19,19,19,16,18.708373288999937,586.68
11,19,19,19,19,19,16,18.708373288999937,586.68
12,19,19,19,19,19,16,18.708373288999937,586.68
13,19,19,19,19,19,16,18.708373288999937,586.68
14,19,19,19,19,19,16,18.708373288999937,586.68
15,19,19,19,19,19,16,18.708373288999937,586.68
16,19,19,19,19,19,16,18.708373288999937,586.68
17,19,19,19,19,19,16,18.708373288999937,586.68
18,19,19,19,19,19,16,18.708373288999937,586.68
19,19,19,19,19,19,16,18.708373288999937,586.68
20,19,19,19,19,19,16,18.708373288999937,586.68
21,19,19,19,19,19,16,18.708373288999937,586.68
22,19,19,19,19,19,16,18.708373288999937,586.68
23,19,19,19,19,19,16,18.708373288999937,586.68
24,19,19,19,19,19,16,18.708373288999937,586.68
25,19,19,19,19,19,16,18.708373288999937,586.68
26,19,19,19,19,19,16,18.708373288999937,586.68
27,19,19,19,19,19,16,18.708373288999937,586.68
28,19,19,19,19,19,16,18.708373288999937,586.68
29,19,19,19,19,19,16,18.708373288999937,586.68
30,19,19,19,19,19,16,18.708373288999937,586.68
31,19,19,19,19,19,16,18.708373288999937,586.68
32,19,19,19,19,19,16,18.708373288999937,586.68
33,19,19,19,19,19,16,18.708373288999937,586.68
34,19,19,19,19,19,16,18.708373288999937,586.68
35,19,19,19,19,19,16,18.708373288999937,586.68
36,19,19,19,19,19,16,18.708373288999937,586.68
37,19,19,19,19,19,16,18.708373288999937,586.68
38,19,19,19,19,19,16,18.708373288999937,586.68
39,19,19,19,19,19,16,18.708373288999937,586.68
40,19,19,19,19,19,16,18.708373288999937,586.68
41,19,19,19,19,19,17,18.708373288999937,586.68
42,19,19,19,19,19,17,18.708373288999937,586.68
43,19,19,19,19,19,17,18.708373288999937,586.68
44,19,19,19,19,19,17,18.708373288999937,586.68
45,19,19,19,19,19,17,18.708373288999937,586.68
46,19,19,19,19,19,17,18.708373288999937,586.68
47,19,19,19,19,19,17,18.708373288999937,586.68
48,19,19,19,19,19,17,18.708373288999937,586.68
49,19,19,19,19,19,17,18.708373288999937,586.68
50,19,19,19,19,19,17,18.708373288999937,586.68
51,19,19,19,19,19,17,18.708373288999937,586.68
52,19,19,19,19,19,17,18.708373288999937,586.68
53,19,19,19,19,19,17,18.708373288999937,586.68
54,19,19,19,19,19,17,18.708373288999937,586.68
55,19,19,19,19,19,17,18.708373288999937,586.68
56,19,19,19,19,19,17,18.708373288999937,586.68
57,19,19,19,19,19,17,18.708373288999937,586.68
58,19,19,19,19,19,17,18.708373288999937,586.68
59,19,19,19,19,19,17,18.708373288999937,586.68
60,19,19,19,19,19,17,18.708373288999937,586.68
61,19,19,19,19,19,17,18.708373288999937,586.68
