instance,size,init_w1,init_w2,init_w3,init_w4,init_p,sol_cost,sol_prize,sol_penalty,timelimit,runtime,timeout,in_seq,out_seq,pref_w1,pref_w2,pref_w3,pref_w4,pref_p
../../instances/pctsp/size_10/data_1.txt,10,45,30,15,10,7,12622,8190,13980,30,0.06,0,1-2-4-9-3-8,0-5-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_2.txt,10,45,30,15,10,7,3636,4889,16740,30,0.2,0,8-4-1-7,0-2-3-5-6-9,8,19,51,22,60
../../instances/pctsp/size_10/data_3.txt,10,45,30,15,10,7,4272,9897,9720,30,0.03,0,4-5-0-3-1-7,2-6-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_4.txt,10,45,30,15,10,7,7152,7664,14160,30,0.03,0,1-9-2-0-4,3-5-6-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_5.txt,10,45,30,15,10,7,16758,13876,15480,30,0.08,0,3-2-8-7-1-9-6-0,4-5,8,19,51,22,60
../../instances/pctsp/size_10/data_6.txt,10,45,30,15,10,7,13943,13224,11640,30,0.03,0,2-6-4-3-1-5-7-8,0-9,8,19,51,22,60
../../instances/pctsp/size_10/data_7.txt,10,45,30,15,10,7,8537,12426,3720,30,0.04,0,8-1-9-6-7-3-0-4,2-5,8,19,51,22,60
../../instances/pctsp/size_10/data_8.txt,10,45,30,15,10,7,3882,6104,16800,30,0.09,0,7-9-8-0,1-2-3-4-5-6,8,19,51,22,60
../../instances/pctsp/size_10/data_9.txt,10,45,30,15,10,7,8536,7958,12780,30,0.03,0,9-0-2-7-6-3,1-4-5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_10.txt,10,45,30,15,10,7,11142,11890,15060,30,0.03,0,6-9-3-7-2-0-4,1-5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_11.txt,10,45,30,15,10,7,16089,14047,15000,30,0.03,0,7-9-3-2-0-6-1-4,5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_12.txt,10,45,30,15,10,7,15712,9445,30120,30,0.28,0,5-2-7-4-3-9,0-1-6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_13.txt,10,45,30,15,10,7,14227,12122,19620,30,0.2,0,6-3-2-0-1-8-9,4-5-7,8,19,51,22,60
../../instances/pctsp/size_10/data_14.txt,10,45,30,15,10,7,13921,11136,13500,30,0.07,0,5-1-0-9-2-7-3,4-6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_15.txt,10,45,30,15,10,7,4084,3902,19860,30,0.04,0,0-1-7,2-3-4-5-6-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_16.txt,10,45,30,15,10,7,9483,9317,11160,30,0.03,0,2-5-8-1-4-6,0-3-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_17.txt,10,45,30,15,10,7,2028,4337,21720,30,0.07,0,6-1-5,0-2-3-4-7-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_18.txt,10,45,30,15,10,7,10537,8671,12360,30,0.03,0,0-8-5-2-6-7,1-3-4-9,8,19,51,22,60
../../instances/pctsp/size_10/data_19.txt,10,45,30,15,10,7,18999,11849,23640,30,0.15,0,2-8-9-0-4-1-5,3-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_20.txt,10,45,30,15,10,7,10050,11652,10500,30,0.07,0,0-7-1-4-3-8-2,5-6-9,8,19,51,22,60
../../instances/pctsp/size_10/data_21.txt,10,45,30,15,10,7,17863,11127,24300,30,0.07,0,3-1-7-5-6-9-4,0-2-8,8,19,51,22,60
../../instances/pctsp/size_10/data_1.txt,10,8,28,53,11,4,0,872,27600,30,0.04,0,0,1-5-6-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_2.txt,10,8,28,53,11,4,2140,1647,19980,30,0.0,0,2-9,0-3-5-6,8,19,51,22,60
../../instances/pctsp/size_10/data_3.txt,10,8,28,53,11,4,0,1132,16980,30,0.0,0,2,6-8-9,8,19,51,22,60
