instance,size,init_w1,init_w2,init_w3,init_w4,init_p,sol_cost,sol_prize,sol_penalty,timelimit,runtime,timeout,in_seq,out_seq,pref_w1,pref_w2,pref_w3,pref_w4,pref_p
../../instances/pctsp/size_10/data_1.txt,10,35,33,15,17,23,12622,8190,13980,60,0.06,0,1-2-4-9-3-8,0-5-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_2.txt,10,35,33,15,17,23,3636,4889,16740,60,0.04,0,8-4-1-7,0-2-3-5-6-9,8,19,51,22,60
../../instances/pctsp/size_10/data_3.txt,10,35,33,15,17,23,4272,9897,9720,60,0.03,0,4-5-0-3-1-7,2-6-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_4.txt,10,35,33,15,17,23,7152,7664,14160,60,0.01,0,1-9-2-0-4,3-5-6-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_5.txt,10,35,33,15,17,23,16758,13876,15480,60,0.03,0,3-2-8-7-1-9-6-0,4-5,8,19,51,22,60
../../instances/pctsp/size_10/data_6.txt,10,35,33,15,17,23,13943,13224,11640,60,0.03,0,2-6-4-3-1-5-7-8,0-9,8,19,51,22,60
../../instances/pctsp/size_10/data_7.txt,10,35,33,15,17,23,8537,12426,3720,60,0.02,0,8-1-9-6-7-3-0-4,2-5,8,19,51,22,60
../../instances/pctsp/size_10/data_8.txt,10,35,33,15,17,23,3882,6104,16800,60,0.02,0,7-9-8-0,1-2-3-4-5-6,8,19,51,22,60
../../instances/pctsp/size_10/data_9.txt,10,35,33,15,17,23,8536,7958,12780,60,0.02,0,9-0-2-7-6-3,1-4-5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_10.txt,10,35,33,15,17,23,11142,11890,15060,60,0.04,0,6-9-3-7-2-0-4,1-5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_11.txt,10,35,33,15,17,23,16089,14047,15000,60,0.03,0,7-9-3-2-0-6-1-4,5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_12.txt,10,35,33,15,17,23,15712,9445,30120,60,0.05,0,5-2-7-4-3-9,0-1-6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_13.txt,10,35,33,15,17,23,14227,12122,19620,60,0.03,0,6-3-2-0-1-8-9,4-5-7,8,19,51,22,60
../../instances/pctsp/size_10/data_14.txt,10,35,33,15,17,23,13921,11136,13500,60,0.02,0,5-1-0-9-2-7-3,4-6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_15.txt,10,35,33,15,17,23,4084,3902,19860,60,0.03,0,0-1-7,2-3-4-5-6-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_16.txt,10,35,33,15,17,23,9483,9317,11160,60,0.01,0,2-5-8-1-4-6,0-3-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_17.txt,10,35,33,15,17,23,2028,4337,21720,60,0.02,0,6-1-5,0-2-3-4-7-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_18.txt,10,35,33,15,17,23,10537,8671,12360,60,0.02,0,0-8-5-2-6-7,1-3-4-9,8,19,51,22,60
