instance,size,init_w1,init_w2,init_w3,init_w4,init_p,sol_cost,sol_prize,sol_penalty,timelimit,runtime,timeout,in_seq,out_seq,pref_w1,pref_w2,pref_w3,pref_w4,pref_p
../../instances/pctsp/size_20/data_1.txt,20,24,9,45,22,77,124699,33439,4182,30,35.15,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_2.txt,20,24,9,45,22,77,196078,32348,3567,30,40.69,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_3.txt,20,24,9,45,22,77,256336,30687,4797,30,39.92,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_4.txt,20,24,9,45,22,77,136316,32943,2788,30,32.26,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_5.txt,20,24,9,45,22,77,170972,32210,3649,30,41.47,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_6.txt,20,24,9,45,22,77,150545,30508,3813,30,40.83,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_7.txt,20,24,9,45,22,77,243504,31614,4469,30,39.78,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_8.txt,20,24,9,45,22,77,216859,31403,9389,30,40.33,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_9.txt,20,24,9,45,22,77,229851,29183,4018,30,38.64,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_10.txt,20,24,9,45,22,77,205057,30419,6027,30,39.02,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_11.txt,20,24,9,45,22,77,189611,32132,3567,30,37.78,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_12.txt,20,24,9,45,22,77,177303,30265,3444,30,42.47,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_13.txt,20,24,9,45,22,77,246784,31303,4428,30,40.67,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_14.txt,20,24,9,45,22,77,134886,30889,3772,30,43.91,1,3-14-7-18-1-16-11-12-5-0-2-4-19-6-13-17-9-8-10,15,53,18,14,15,41
../../instances/pctsp/size_20/data_1.txt,20,56,6,14,24,62,0,1590,69044,30,0.03,0,13,15,53,18,14,15,41
../../instances/pctsp/size_20/data_2.txt,20,56,6,14,24,62,16712,18906,34604,30,0.0,0,0-16-8-9-1-10-12-13-2-3-5,14,53,18,14,15,41
../../instances/pctsp/size_20/data_3.txt,20,56,6,14,24,62,0,973,102705,30,0.0,0,6,4-13-17,53,18,14,15,41
../../instances/pctsp/size_20/data_4.txt,20,56,6,14,24,62,18040,22672,22304,30,0.0,0,11-16-6-9-8-4-19-14-15-13-0-17-3,5,53,18,14,15,41
../../instances/pctsp/size_20/data_5.txt,20,56,6,14,24,62,19856,16909,39483,30,0.0,0,6-9-11-3-1-2-18-19-4-0,7-8,53,18,14,15,41
../../instances/pctsp/size_20/data_6.txt,20,56,6,14,24,62,14318,14704,43091,30,0.0,0,18-17-3-7-12-19-5-15-16,2-4-9-10-14,53,18,14,15,41
../../instances/pctsp/size_20/data_7.txt,20,56,6,14,24,62,20091,22396,40426,30,0.0,0,13-2-15-10-14-11-5-8-3-19-16-1-18,0-6-12-17,53,18,14,15,41
../../instances/pctsp/size_20/data_8.txt,20,56,6,14,24,62,33356,23473,36162,30,0.0,0,10-17-4-2-1-13-8-19-9-7-11-6-0-3,15-18,53,18,14,15,41
../../instances/pctsp/size_20/data_9.txt,20,56,6,14,24,62,24455,18946,37802,30,0.0,0,12-16-7-3-5-2-4-9-0-6-19-10,8-11,53,18,14,15,41
