1845 1736 1821 1590 1804 1816 1734 1699 1843 1730 1781 1814 1479 1840 1832 1835 1807 1705 1719 1814 1778 1843 1843 1817 1742 1841 1473 1839 1798 1806 1745 1790 1768 1744 1798 1788 1777 1827 1842 1817 1829 1834 1823 1844 1845 1503 1808 1748 1749 1835 1833 1842 1736 1799 1738 1828 1753 1821 1819 1716 1836 1813 1845 1796 1829 1803 1784 1811 1746 1825 1750 1835 1804 1797 1809

85

50 60 52 73 54 52 60 63 50 60 56 53 83 50 51 51 53 63 61 53 56 50 50 52 59 50 84 50 54 53 59 55 57 59 54 55 56 51 50 52 51 51 52 50 50 81 53 59 59 51 51 50 60 54 60 51 58 52 52 62 51 53 50 54 51 54 55 53 59 52 59 51 54 54 53

14 42 31 13

33430

0	0	0	0	155	0	0	0	0	0	0	0	20	4	0	0	128	0	280	0	212	0	0	0	280	0	4	4	142	0	0	0	215	183	124	0	180	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	280	0	170	0	0	280	0	80	0	0	0	112	180	0	0	0	0	0	0	86	0
440	0	223	220	595	166	0	0	360	0	72	185	460	444	180	437	568	0	720	135	652	430	426	103	720	375	444	444	582	96	0	100	655	623	564	40	620	149	404	100	266	311	437	360	444	0	69	180	444	334	440	311	0	105	720	435	610	180	145	720	351	520	437	60	404	552	620	69	0	182	278	440	180	526	375
217	0	0	0	372	0	0	0	137	0	0	0	237	221	0	214	345	0	497	0	429	207	203	0	497	152	221	221	359	0	0	0	432	400	341	0	397	0	181	0	43	88	214	137	221	0	0	0	221	111	217	88	0	0	497	212	387	0	0	497	128	297	214	0	181	329	397	0	0	0	55	217	0	303	152
220	0	3	0	375	0	0	0	140	0	0	0	240	224	0	217	348	0	500	0	432	210	206	0	500	155	224	224	362	0	0	0	435	403	344	0	400	0	184	0	46	91	217	140	224	0	0	0	224	114	220	91	0	0	500	215	390	0	0	500	131	300	217	0	184	332	400	0	0	0	58	220	0	306	155
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	57	0	0	0	125	0	0	0	0	0	0	0	60	28	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	15	0	0	125	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
274	0	57	54	429	0	0	0	194	0	0	19	294	278	14	271	402	0	554	0	486	264	260	0	554	209	278	278	416	0	0	0	489	457	398	0	454	0	238	0	100	145	271	194	278	0	0	14	278	168	274	145	0	0	554	269	444	14	0	554	185	354	271	0	238	386	454	0	0	16	112	274	14	360	209
552	112	335	332	707	278	0	48	472	0	184	297	572	556	292	549	680	64	832	247	764	542	538	215	832	487	556	556	694	208	0	212	767	735	676	152	732	261	516	212	378	423	549	472	556	0	181	292	556	446	552	423	0	217	832	547	722	292	257	832	463	632	549	172	516	664	732	181	0	294	390	552	292	638	487
504	64	287	284	659	230	0	0	424	0	136	249	524	508	244	501	632	16	784	199	716	494	490	167	784	439	508	508	646	160	0	164	719	687	628	104	684	213	468	164	330	375	501	424	508	0	133	244	508	398	504	375	0	169	784	499	674	244	209	784	415	584	501	124	468	616	684	133	0	246	342	504	244	590	439
80	0	0	0	235	0	0	0	0	0	0	0	100	84	0	77	208	0	360	0	292	70	66	0	360	15	84	84	222	0	0	0	295	263	204	0	260	0	44	0	0	0	77	0	84	0	0	0	84	0	80	0	0	0	360	75	250	0	0	360	0	160	77	0	44	192	260	0	0	0	0	80	0	166	15
580	140	363	360	735	306	28	76	500	0	212	325	600	584	320	577	708	92	860	275	792	570	566	243	860	515	584	584	722	236	28	240	795	763	704	180	760	289	544	240	406	451	577	500	584	6	209	320	584	474	580	451	28	245	860	575	750	320	285	860	491	660	577	200	544	692	760	209	28	322	418	580	320	666	515
