1706 1748 1822 1824 1816 1775 1812 1827 1811 1807 1728 1799 1647 1757 1819 1749 1519 1794 1725 1795 1740 1780 1791 1800 1800 1828 1804 1690 1811 1633 1813 1696 1828 1817 1803 1795 1810 1772 1786 1802 1819 1826 1811 1687 1811 1811 1789 1505 1814 1814 1786 1764 1796 1792 1752 1773 1725 1774 1810 1822 1818 1665 1739 1636 1810 1805 1728 1576 1805 1599 1827 1796 1759 1781 1712

85

51 47 42 42 42 45 43 42 43 43 49 44 55 47 42 47 64 44 49 44 48 45 44 44 44 42 43 52 43 56 43 51 41 42 43 44 43 46 45 43 42 42 43 52 43 43 44 65 43 43 45 46 44 44 47 46 49 46 43 42 42 54 48 56 43 43 49 60 43 58 42 44 47 45 50

14 42 31 13

33485

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
219	0	0	0	0	83	0	0	0	0	0	0	0	81	0	127	0	0	0	0	0	0	34	0	0	0	0	0	0	204	0	219	0	0	0	29	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	29	0	43	169	0	0	0	0	0	0	233	0	0	0	0	0	219	0	0	85	0	0
276	57	0	0	0	140	0	0	0	0	0	0	0	138	0	184	0	0	0	57	0	0	91	0	0	0	0	0	0	261	0	276	0	0	0	86	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	86	0	100	226	0	0	0	0	0	0	290	40	0	0	22	0	276	0	0	142	0	0
276	57	0	0	0	140	0	0	0	0	0	0	0	138	0	184	0	0	0	57	0	0	91	0	0	0	0	0	0	261	0	276	0	0	0	86	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	86	0	100	226	0	0	0	0	0	0	290	40	0	0	22	0	276	0	0	142	0	0
280	61	4	4	0	144	0	0	0	0	0	0	0	142	0	188	0	0	0	61	0	0	95	0	0	0	0	0	0	265	0	280	0	0	0	90	0	0	0	0	0	0	0	0	4	0	104	0	0	0	0	0	0	90	0	104	230	0	4	0	0	0	0	294	44	0	0	26	0	280	0	0	146	0	0
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	150	0	0	0	0	0	136	0	0	2	0	0
460	241	184	184	180	324	0	96	174	0	0	0	0	322	0	368	176	0	0	241	0	0	275	0	0	165	0	0	82	445	30	460	60	134	0	270	0	51	0	0	0	163	180	0	184	99	284	0	71	175	0	0	0	270	0	284	410	0	184	130	0	0	10	474	224	0	72	206	157	460	166	0	326	0	0
364	145	88	88	84	228	0	0	78	0	0	0	0	226	0	272	80	0	0	145	0	0	179	0	0	69	0	0	0	349	0	364	0	38	0	174	0	0	0	0	0	67	84	0	88	3	188	0	0	79	0	0	0	174	0	188	314	0	88	34	0	0	0	378	128	0	0	110	61	364	70	0	230	0	0
286	67	10	10	6	150	0	0	0	0	0	0	0	148	0	194	2	0	0	67	0	0	101	0	0	0	0	0	0	271	0	286	0	0	0	96	0	0	0	0	0	0	6	0	10	0	110	0	0	1	0	0	0	96	0	110	236	0	10	0	0	0	0	300	50	0	0	32	0	286	0	0	152	0	0
495	276	219	219	215	359	35	131	209	0	0	0	0	357	0	403	211	0	0	276	0	0	310	0	0	200	35	0	117	480	65	495	95	169	0	305	0	86	0	0	0	198	215	0	219	134	319	0	106	210	0	0	0	305	0	319	445	0	219	165	0	0	45	509	259	0	107	241	192	495	201	0	361	0	0
